Date,Adj Close,Close,High,Low,Open,Volume
2024-04-01,148.73167419433594,157.77999877929688,158.14999389648438,156.77000427246094,157.72000122070312,4364700
2024-04-02,148.6845245361328,157.72999572753906,157.8300018310547,155.9499969482422,156.57000732421875,6102300
2024-04-03,145.4135284423828,154.25999450683594,158.0500030517578,154.25,157.7899932861328,8098200
2024-04-04,143.75448608398438,152.5,155.5,152.41000366210938,155.30999755859375,6947400
2024-04-05,143.6507568359375,152.38999938964844,153.00999450683594,151.61000061035156,152.02999877929688,6783000
2024-04-08,142.8966522216797,151.58999633789062,153.0399932861328,151.55999755859375,151.99000549316406,5935400
2024-04-09,143.5565185546875,152.2899932861328,152.52999877929688,150.94000244140625,151.5500030517578,6135300
2024-04-10,141.58636474609375,150.1999969482422,151.82000732421875,149.75999450683594,151.52999877929688,6809500
2024-04-11,140.2572479248047,148.7899932861328,150.8699951171875,148.38999938964844,150.8000030517578,8374400
2024-04-12,139.06007385253906,147.52000427246094,149.07000732421875,147.14999389648438,148.05999755859375,7100200
2024-04-15,139.12606811523438,147.58999633789062,149.49000549316406,147.3699951171875,148.3699951171875,8502300
2024-04-16,136.16610717773438,144.4499969482422,146.25,143.38999938964844,145.00999450683594,12774900
2024-04-17,136.46775817871094,144.77000427246094,145.41000366210938,143.5399932861328,145.0,9378100
2024-04-18,137.3821563720703,145.74000549316406,145.8000030517578,143.1300048828125,144.97999572753906,9887700
2024-04-19,139.42771911621094,147.91000366210938,148.1300048828125,144.5399932861328,146.14999389648438,9750800
2024-04-22,140.56826782226562,149.1199951171875,150.27000427246094,147.3000030517578,148.50999450683594,10118700
2024-04-23,140.9830780029297,149.55999755859375,150.49000549316406,148.1999969482422,149.86000061035156,10110400
2024-04-24,140.0121307373047,148.52999877929688,148.99000549316406,146.86000061035156,148.13999938964844,9756300
2024-04-25,138.4001922607422,146.82000732421875,149.5800018310547,146.3300018310547,149.3699951171875,7642700
2024-04-26,137.7592010498047,146.13999938964844,147.17999267578125,145.9499969482422,146.6999969482422,6183000
2024-04-29,138.4001922607422,146.82000732421875,147.22000122070312,145.99000549316406,146.13999938964844,6149600
2024-04-30,136.29808044433594,144.58999633789062,146.8800048828125,144.52999877929688,146.8800048828125,8817700
2024-05-01,142.51016235351562,151.17999267578125,151.85000610351562,147.6199951171875,148.74000549316406,14470900
2024-05-02,141.3224334716797,149.9199981689453,152.3300018310547,149.13999938964844,152.0399932861328,8459800
2024-05-03,140.709716796875,149.27000427246094,149.88999938964844,147.82000732421875,149.88999938964844,6532700
2024-05-06,140.05929565429688,148.5800018310547,150.0500030517578,147.91000366210938,149.8699951171875,5042800
2024-05-07,140.19125366210938,148.72000122070312,149.72999572753906,148.4499969482422,149.3800048828125,7333500
2024-05-08,140.4080352783203,148.9499969482422,149.72999572753906,148.6999969482422,149.1199951171875,7735100
2024-05-09,141.2564239501953,149.85000610351562,150.10000610351562,148.88999938964844,148.97999572753906,6546200
2024-05-10,141.3130340576172,149.91000366210938,150.08999633789062,149.19000244140625,150.0,5710600
2024-05-13,142.54788208007812,151.22000122070312,152.0,149.7100067138672,150.0399932861328,5628500
2024-05-14,142.69873046875,151.3800048828125,152.2100067138672,150.6999969482422,151.85000610351562,8254200
2024-05-15,143.9147186279297,152.6699981689453,152.9499969482422,151.3000030517578,151.82000732421875,5548000
2024-05-16,145.43238830566406,154.27999877929688,154.3800048828125,152.3300018310547,153.0,7591000
2024-05-17,145.77174377441406,154.63999938964844,154.86000061035156,153.7100067138672,154.86000061035156,6521800
2024-05-20,143.74765014648438,151.27000427246094,153.38999938964844,151.25999450683594,153.10000610351562,7742300
2024-05-21,143.7191619873047,151.24000549316406,152.58999633789062,150.7899932861328,151.77999877929688,5492400
2024-05-22,145.86676025390625,153.5,154.0800018310547,150.32000732421875,150.83999633789062,6609800
2024-05-23,142.2557373046875,149.6999969482422,152.83999633789062,149.3800048828125,152.75,8000400
2024-05-24,139.6614990234375,146.97000122070312,149.80999755859375,146.75999450683594,149.52999877929688,9520600
2024-05-28,137.20028686523438,144.3800048828125,146.7899932861328,144.14999389648438,146.7899932861328,10499800
2024-05-29,137.25729370117188,144.44000244140625,145.4199981689453,143.7100067138672,143.82000732421875,8263800
2024-05-30,138.05552673339844,145.27999877929688,145.61000061035156,144.02000427246094,144.6199951171875,8490300
2024-05-31,139.3764190673828,146.6699981689453,147.47999572753906,145.19000244140625,145.57000732421875,14621200
2024-06-03,140.39321899414062,147.74000549316406,148.89999389648438,146.77000427246094,147.25,7329200
2024-06-04,140.45021057128906,147.8000030517578,148.30999755859375,146.19000244140625,147.47999572753906,8876400
2024-06-05,138.71121215820312,145.97000122070312,147.99000549316406,145.85000610351562,147.97000122070312,5891300
2024-06-06,139.1388397216797,146.4199981689453,147.0,144.66000366210938,145.5,5016300
